date,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2023-02-16,65243,2602,54187,54495,32956,53662,44891,90653,50511,74438,4653,4708,1539,8014,1805,6536,6568,2574,6732,4978,412,364,314,89,40,34,86
2023-02-17,18435,11438,32855,13679,33342,76501,51568,92950,8510,60849,6599,115,7637,7339,2498,6010,1656,5415,9788,4332,870,135,891,56,2,40,94
2023-02-18,44971,76196,80204,83379,30910,56929,1406,78478,45245,15333,8607,9371,4039,2793,9602,4194,2098,5358,609,472,235,816,121,16,78,46,36
2023-02-19,37264,91013,12898,74782,55545,21772,22607,84687,82142,7279,761,3614,1563,8265,1344,6462,7435,1453,9110,8165,70,804,75,54,4,48,50
2023-02-20,32775,1606,41854,66216,47885,14847,59176,85638,87409,86316,2432,6816,7273,9680,7248,6558,9717,9849,7663,2831,465,167,833,96,41,42,68
2023-02-21,90781,175,20889,90010,74017,54086,56167,99808,87482,43934,7062,786,7592,5032,6017,3910,1657,147,3943,60,762,116,835,8,74,82,10
2023-02-22,31357,31928,42898,40056,16601,78810,23130,9552,34978,72962,3230,744,3062,2117,7711,5851,9109,5799,4779,60,956,699,903,80,87,44,9
2023-02-23,1964,74969,79479,90535,34518,53590,67179,35306,3818,38858,4855,9854,4747,8734,8282,4549,6537,4132,6678,8510,438,805,490,3,93,82,56
2023-02-24,16979,9730,4515,27241,78758,4867,57566,51462,35054,16394,7083,8093,5365,1899,6917,9385,2795,5652,6575,5825,711,30,488,85,36,70,51
2023-02-25,30415,46223,32874,26964,77894,62144,22240,74314,60521,44090,570,3424,1563,1970,3127,3664,5294,2775,415,2860,967,705,404,68,40,91,77
2023-02-26,67360,84040,6293,78613,24044,91197,69571,29604,428,26260,4048,4141,7341,5700,7841,6441,1365,9604,4719,8308,797,374,706,41,71,90,63
2023-02-27,93758,96434,10620,41971,97839,24382,48220,49467,28419,70861,7454,7809,8678,2897,499,1466,2069,6655,134,2993,915,894,598,24,0,65,16
2023-02-28,55827,39977,20715,42892,88546,49558,1604,22589,44324,77100,5489,2390,8889,5750,3004,7160,142,9604,4288,9465,590,700,105,36,60,58,11
2023-03-01,76102,46493,52752,89477,83438,34418,5049,52159,74896,83492,9964,8534,9975,6493,642,3097,7803,9391,3691,6359,750,265,946,55,92,70,12
2023-03-02,47577,75833,93046,49671,61491,30540,32869,72026,84983,98857,5202,9315,8696,9581,1327,4598,9534,6720,2435,3282,854,189,175,9,96,23,53
2023-03-03,37856,94473,55952,43597,50852,71048,33458,28076,63553,28692,7866,1039,5557,2822,9848,2486,5307,9392,905,1663,768,839,57,53,35,77,97
2023-03-04,6743,89246,53202,56726,17865,78228,68740,25838,7187,80970,6109,2529,747,1139,8653,2345,9186,3799,9284,2745,717,825,425,96,47,10,23
2023-03-05,58118,72226,98850,15773,71749,51632,31209,50187,40158,45441,5688,2460,5843,309,4886,9358,5870,7416,4769,2711,963,478,989,55,1,37,62
2023-03-06,39919,34271,89252,8794,57917,23934,4144,22358,90155,374,7287,6916,3685,6225,7565,8826,2483,8057,3671,8416,746,208,679,47,73,97,23
2023-03-07,75877,8692,87361,31241,6055,87073,97510,52584,52539,3248,9565,5285,8430,3314,4666,6378,7540,2000,6823,1143,444,841,655,0,4,38,45
2023-03-08,73787,6261,48267,37696,25011,20381,31012,72359,95514,5128,8426,8924,7256,4224,9581,4713,2690,3000,8935,3073,905,189,94,81,62,59,2
2023-03-09,68205,60388,32503,77792,69127,59764,69821,57609,39073,81374,5421,3336,3075,339,433,8377,5578,355,713,1038,147,834,427,51,56,78,37
2023-03-10,24420,64647,92456,73117,43430,17679,18857,58788,6086,56612,6449,3646,895,3184,9301,4549,8069,7225,3674,8235,810,645,849,97,7,58,81
2023-03-11,47076,91911,68062,89887,97745,8606,90078,48492,59226,23122,1723,6001,7707,8139,9794,4226,2120,7005,9711,9405,880,643,489,8,68,94,48
2023-03-12,56695,14685,86290,10847,34708,21368,14720,47299,88746,86664,7445,4972,3960,2366,5485,6833,4077,3698,4339,1046,108,993,97,3,96,19,8
2023-03-13,17375,14288,47795,89010,20929,26532,57195,21787,86420,48111,6956,1055,805,3323,1072,2589,1620,1450,8125,7411,103,269,494,80,74,83,51
2023-03-14,67879,7811,56885,61063,64605,2010,94533,29538,20174,81544,7935,8490,920,4677,6660,349,9239,4622,5526,4141,561,858,133,76,78,40,9
2023-03-15,67724,9458,42912,82249,32675,58785,80854,22192,66944,59826,3763,1746,8274,9210,9558,7603,8738,9949,1521,8486,600,528,250,35,83,26,41
2023-03-16,89581,62172,16250,32921,86507,63642,18592,40723,78206,13297,4218,9856,9922,8734,4172,2783,9801,431,9420,537,945,195,212,92,44,89,4
2023-03-17,59389,46086,47967,93279,62875,61643,80808,17950,83001,55132,7669,4211,2318,6993,7346,4111,6778,2763,2406,4847,6,958,919,9,5,65,60
2023-03-18,57570,25444,5260,51308,14099,69326,17323,52596,6495,47274,1522,2679,3931,2502,2734,6503,6147,437,5088,227,897,979,581,44,97,13,93
2023-03-19,86903,51904,86833,22870,85621,16256,18746,84156,68556,38891,3826,9033,6756,8348,9234,5163,4061,7108,1862,5943,562,892,334,4,72,23,96
2023-03-20,24192,24877,69360,66583,7529,77038,85099,32290,94963,23842,6979,7304,7041,4748,6909,5405,4710,9722,2752,1632,617,12,182,29,54,10,42
2023-03-21,81664,40033,18931,74834,84351,11200,19833,22886,94162,32936,2426,4054,2848,1715,7368,9863,8037,9985,1320,5112,657,518,832,61,9,39,59
2023-03-22,8798,75337,28963,26229,39544,19950,42567,81097,15774,11622,1142,2860,5468,4869,8457,1226,2904,5946,4619,294,613,479,357,16,56,29,44
2023-03-23,45483,75836,51256,95469,48390,14974,9605,98957,76070,37554,178,8464,7318,4497,4361,8794,1660,2984,2372,1407,191,984,646,46,34,28,91
2023-03-24,48657,92279,26169,82385,98841,13954,79256,94604,99283,70785,1952,2895,1644,40,56,2149,4349,9152,6702,9706,946,859,135,72,4,96,1
2023-03-25,32273,26774,47449,99,42018,44879,34758,2573,53468,78759,1143,4584,9372,9795,3750,9885,2890,9364,917,2156,114,430,214,74,22,98,97
2023-03-26,57765,81664,81817,24222,29370,84409,4923,57889,7071,93934,4102,2973,6263,6666,8566,3378,2688,1310,3160,6446,895,560,344,30,52,63,13
2023-03-27,83230,27431,64284,25717,542,39074,3807,48505,81972,52585,3688,5158,4819,5996,1953,7838,600,4430,1433,9408,989,736,316,91,85,30,55
2023-03-28,66228,20468,52302,81938,80052,98632,60778,43904,23666,29291,9299,7599,3882,4937,8481,5974,4117,4744,3181,7043,520,126,567,30,22,92,1
2023-03-29,86367,69313,57644,99117,57068,1410,71666,59756,37373,20474,6395,5291,5632,3556,2533,5880,4616,8998,7741,1916,961,316,203,60,85,39,71
2023-03-30,11504,13132,43820,11937,91023,2686,33623,25816,44645,58918,9812,8664,1685,4375,6194,6939,9829,3640,4213,8870,374,236,642,17,95,41,89
2023-03-31,59381,50062,41803,74247,29789,25048,78541,21351,15625,53386,8847,1248,2881,7647,3187,628,3153,7468,8667,7883,834,295,592,42,8,22,16
2023-04-01,70344,29158,24102,22255,23385,8995,78861,88142,93756,42929,962,4828,948,7865,5076,2309,1465,4650,5070,1375,549,93,772,9,18,34,91
2023-04-02,1844,86587,43090,21057,57039,85367,50887,42799,15519,33621,2573,5217,1536,8939,2106,7124,5477,8497,6140,1356,57,954,95,96,7,70,77
2023-04-03,52333,60129,20276,16945,79852,81184,82950,55742,41809,54881,7123,3025,2171,9384,5032,6746,5678,8084,969,7357,116,932,199,65,89,71,53
2023-04-04,75345,58033,53624,14990,65024,54180,48496,98824,68882,50488,1050,3793,9904,2976,6534,1659,3601,3421,3084,1283,615,45,950,44,38,59,88
2023-04-05,96226,95972,1247,51881,41676,8715,40559,11220,1149,96249,4359,4886,1952,1114,6014,5500,7559,6213,7458,8014,379,127,366,85,26,25,55
2023-04-06,89911,5742,50512,78149,88171,910,17405,26389,88291,99363,7605,2631,8658,7044,8351,4521,5193,7433,2793,6406,436,412,634,60,25,68,65
2023-04-07,49736,58224,65556,14147,58150,72738,43810,30812,33149,13629,8908,1830,7439,764,6547,1958,9971,7786,2569,4304,463,465,406,0,44,72,22
2023-04-08,29815,36073,85333,58920,97433,78280,3170,6858,88255,88818,2712,16,1596,5386,744,4503,9287,3859,3643,8366,75,849,1,12,54,73,22
2023-04-09,10026,76693,66574,62714,54568,53998,95807,3990,50571,84713,1316,902,7909,3442,3716,6641,4419,8431,3158,433,469,923,443,2,73,58,12
2023-04-10,6363,75304,29505,25800,33432,51472,46580,24161,76595,98352,7743,7403,1859,9221,3187,2855,8646,8584,256,8458,352,139,219,13,54,34,96
2023-04-11,16039,40045,88796,43516,95785,28723,74468,18671,71440,99436,8150,958,7169,4771,1017,5415,7626,9898,1360,9496,489,632,860,22,64,26,84
2023-04-12,37195,88982,91410,39454,68319,52423,13233,68277,21169,30216,142,3462,5629,2596,5756,9121,6244,8253,6810,3857,309,404,166,97,54,39,28
2023-04-13,44265,59509,68989,53011,99466,91198,56803,55404,6860,51761,5199,2649,9460,1408,5496,4857,9907,3867,9046,6692,919,860,899,63,35,38,12
2023-04-14,57534,88770,5720,91578,3717,48451,94184,89449,5832,56081,4943,4300,4803,7938,2632,1938,4351,270,7609,7302,29,457,562,88,23,60,79
2023-04-15,27414,11010,41330,97277,74505,2583,25729,18319,80920,81572,1080,8991,4942,4123,9035,2575,9988,6255,7699,135,777,921,304,11,53,81,27
2023-04-16,41248,17827,73986,79480,41224,34610,25369,86403,80143,57669,1141,3622,2677,520,1337,5356,2412,7235,8435,2100,803,944,321,26,28,70,72
2023-04-17,65576,21834,98341,78733,68199,77368,98075,59580,47734,63176,9274,4850,5518,3111,7707,739,1301,8058,5604,4191,13,523,323,7,12,63,92
2023-04-18,71661,24615,3759,25581,31440,21532,47030,21563,46633,13680,4825,2001,6675,958,9186,8717,4444,3440,5927,7853,474,516,418,2,44,69,34
2023-04-19,46285,47600,89103,41915,35857,82917,7914,80475,55113,18084,6314,7550,9636,4717,9880,7949,301,6813,5152,5895,877,990,348,99,88,52,4
2023-04-20,24623,35847,45787,1860,60014,43972,3011,92939,16867,88829,9147,8938,7278,4241,5191,7286,3721,1848,9359,8717,331,135,823,0,46,30,93
2023-04-21,47914,60797,59717,14501,34329,85460,96221,89853,40346,68305,3448,1189,9419,1707,4739,7719,4691,4875,9253,2716,562,636,836,94,7,65,97
2023-04-22,64652,14539,92652,95297,95663,75831,78042,71169,20553,16952,1443,5271,6924,9301,1177,8032,9908,2351,6303,1361,261,724,234,23,97,41,22
2023-04-23,71679,11948,89314,26195,31992,1338,97876,72042,28863,33582,6431,1496,3962,2888,4428,9325,3137,9739,8915,551,388,551,461,6,16,53,35
2023-04-24,42105,6909,54521,44002,5311,76581,98146,75329,2653,37386,8315,2375,1673,403,2683,9581,3630,3726,379,1451,347,874,370,48,86,10,63
2023-04-25,85483,95809,40929,91988,44027,49981,53615,12157,65973,10644,6550,6342,6838,1286,6306,7235,4898,4217,4655,9170,711,370,29,6,58,25,66
2023-04-26,89675,47122,87741,90868,67189,59356,20187,85300,27642,74897,4117,8648,2445,1811,3606,9255,9511,2703,6045,1826,148,330,95,17,60,41,90
2023-04-27,80755,28579,97673,33524,85938,5886,47570,39895,91973,30964,5084,4957,4141,7474,2445,9443,4893,8832,2490,7827,68,670,765,74,2,50,16
2023-04-28,13196,47757,75260,25528,62526,11485,39031,20967,51864,2270,8012,6085,1150,4819,20,6500,1331,3462,5653,8899,993,308,910,24,38,96,66
2023-04-29,54639,71291,41698,59064,63882,53656,95705,24224,25635,22662,8260,406,4970,2455,1445,6930,6352,4790,5507,1824,123,603,919,91,31,29,21
2023-04-30,90819,14462,46938,76537,64883,87706,17676,3683,13446,65386,6589,1038,8701,2478,2368,5706,7865,8484,1913,5540,27,311,663,50,70,88,22
2023-05-01,61820,92980,75547,22089,48152,67318,78622,65301,40398,81980,3658,6406,212,2988,4791,9748,1765,2248,3694,371,389,974,716,84,0,14,58
2023-05-02,865,40456,42008,20843,65177,77430,46157,48808,12760,42502,2066,1981,7988,5669,1644,6108,7298,4086,4818,6593,473,470,221,70,61,52,2
2023-05-03,85576,51335,81665,42261,2390,74032,2490,49728,77920,86355,6100,4962,8993,4459,5312,8561,7613,8129,8389,1776,880,237,406,67,28,41,12
2023-05-04,81918,25824,12136,10697,61949,33310,79061,22400,85742,85067,1177,4922,6028,9883,4177,1011,8968,3260,7500,7006,561,96,553,87,35,49,42
2023-05-05,82647,95546,39378,98658,97994,13760,7192,61645,91254,34455,5511,4527,642,4236,155,7861,2259,242,1787,5726,432,624,534,16,14,72,39
2023-05-06,2904,87627,84022,69837,43316,26074,17200,7162,44168,45606,6611,3858,7560,8625,7551,8919,927,7435,4397,8312,438,142,508,16,26,19,62
2023-05-07,88060,4143,28610,84265,13198,37540,14699,88940,74267,27235,3713,8736,2531,9024,3384,1936,9737,4003,8660,1216,887,368,121,95,86,64,42
2023-05-08,44481,8861,2832,516,79797,97171,25884,1962,5448,8284,6836,5645,2536,8583,3262,5900,6671,7555,793,2640,441,909,144,21,92,26,62
2023-05-09,58546,87138,70752,46168,96208,31488,86067,22183,37859,54970,5523,1471,7978,9994,2767,1142,9742,9327,1226,7965,921,554,160,30,25,64,14
2023-05-10,97996,66184,81579,19025,25267,82002,34364,80746,9850,2979,5509,2451,3535,484,9156,1859,249,6927,7902,2659,556,891,491,5,43,19,84
2023-05-11,63134,66488,83106,50659,64327,85253,6416,70969,92174,48990,8984,4436,1466,5849,8638,1964,7075,3741,1240,4458,860,897,971,55,78,73,80
2023-05-12,84102,12141,3914,59392,89476,73718,53418,26470,4401,87540,9810,7384,5603,4657,1245,1444,2197,7581,5850,1090,531,230,371,43,75,65,0
2023-05-13,19949,70603,83105,86922,4612,77933,98947,17393,21474,9615,4996,8991,7581,3443,2415,2468,9975,7844,5836,7768,209,521,997,68,90,8,10
2023-05-14,67753,19470,84443,50523,48507,10048,72799,1556,83623,77648,4096,6164,8307,8743,6036,2853,517,5167,2679,3096,454,812,208,76,52,85,51
2023-05-15,90956,63262,56387,17280,55838,87861,81301,12200,75630,88618,2320,344,4038,5493,1853,5302,2858,332,3887,9106,107,95,442,53,71,80,5
2023-05-16,19031,78859,78392,19184,8741,22539,53479,89302,45138,93780,6799,1870,9094,5813,5658,5031,1982,9514,651,7630,208,378,741,63,37,82,49
2023-05-17,67949,88636,86754,64824,5541,89700,53672,75653,39193,12213,8776,3400,4612,5452,9839,4330,3544,6841,1618,1628,979,49,813,26,42,38,28
2023-05-18,22632,63943,1119,19532,76856,89482,64227,562,1641,85632,7352,8616,7828,8053,5572,8328,8721,7637,2872,6281,990,54,631,18,67,99,70
2023-05-19,22317,14150,33733,51891,82756,21657,15856,86311,41587,54889,4351,1152,9815,486,4906,9531,2902,2863,2086,1971,187,478,712,56,36,66,29
2023-05-20,70452,64077,44767,24888,25683,81997,59483,16534,45895,15457,445,1674,9879,7857,1901,4137,7930,4334,1079,9162,956,370,377,99,33,4,27
2023-05-21,45297,72064,86140,42405,12766,10977,2349,28754,38605,4496,2441,4197,6793,6975,2742,8421,5142,4290,9043,7521,733,13,729,39,70,76,50
2023-05-22,32754,68161,72017,98904,94697,94740,93753,55459,1414,23607,5492,5227,1493,2338,9643,709,9863,5784,8757,8109,890,19,282,50,34,15,65
2023-05-23,95972,2366,43590,56621,19195,14216,52782,53347,92819,99789,740,6907,5957,8967,4851,8691,5830,7301,6230,3908,882,890,258,61,27,17,44
2023-05-24,19966,59476,65345,58041,20304,95694,17344,72216,32696,67352,1785,1474,3062,2264,5454,4067,9087,2101,9117,9472,73,840,164,80,87,95,63
2023-05-25,20319,70232,29500,71249,16884,99881,28251,71786,97777,82108,7537,2802,9443,3856,2521,5532,2000,7987,9291,0,369,815,984,67,74,96,89
2023-05-26,36191,12247,74125,55916,50939,18172,11720,73339,73686,22536,1413,7656,2151,9010,3208,7195,4948,3210,9463,955,188,203,342,53,31,11,3
2023-05-27,96237,71344,42533,9954,96746,15579,95688,52419,28175,26519,6364,8867,3211,1681,1698,8940,8762,7901,5425,2843,849,191,24,76,31,54,45
2023-05-28,79459,32985,36739,28089,824,84828,31874,10126,29991,97383,9781,9537,5387,9377,7327,8876,8618,448,3320,6967,972,313,256,71,50,32,80
2023-05-29,85867,98338,10638,56467,71926,87565,57336,56415,7553,67042,6742,1749,8665,992,594,4871,7149,8937,3123,4242,948,191,615,78,91,21,34
2023-05-30,20765,15037,35868,93065,57840,39646,93650,76407,80500,27833,7861,9818,7371,560,7185,130,9462,2951,104,1993,287,387,650,96,60,37,21
2023-05-31,88961,40956,31944,49287,19424,5612,78426,30296,38763,87816,9466,8678,4184,2567,7313,3260,1908,1779,7508,4262,169,307,843,87,2,22,91
2023-06-01,95921,60072,60772,42018,90528,85129,93364,58075,83241,77085,6817,1204,2635,4543,3317,1198,1200,4091,1777,7879,188,582,598,81,27,71,20
2023-06-02,71963,3825,76720,67605,83562,75355,8354,71442,30105,41776,619,8323,185,4008,2134,7958,9097,7851,7373,7684,307,353,763,16,34,19,29
2023-06-03,370,78005,16546,35426,15605,56082,31226,67812,4642,88608,2225,9739,3893,4075,4130,2099,9557,8041,9044,883,679,741,845,8,65,40,83
2023-06-04,4408,98155,29784,89293,39341,14393,11089,61352,867,38422,2710,2069,7376,8015,2800,3282,3775,197,7450,6606,870,440,693,64,73,67,90
2023-06-05,81,1905,71137,44821,88844,27295,4627,95334,72220,93683,7165,3883,2157,8958,9446,1015,2351,7270,6125,8146,757,450,720,28,92,48,79
2023-06-06,83079,15731,32457,82498,53158,75486,27217,33818,63859,80647,3761,3762,1876,5343,2168,2834,1420,3322,2013,4508,425,236,119,70,90,7,34
2023-06-07,40357,11456,44223,10852,46358,34034,66918,95949,25795,45788,9566,6046,716,3577,763,3222,6881,2226,9182,24,14,56,738,17,72,69,82
2023-06-08,13437,1318,28445,82535,71477,39624,54759,25625,23113,63826,4472,8981,7954,986,5344,9805,4411,8024,3303,3715,934,777,592,66,88,48,31
2023-06-09,84288,4963,74125,38700,73140,26876,60883,12566,74298,52888,391,5921,8049,3886,1500,2489,8181,3870,1998,2926,46,845,943,84,68,82,38
2023-06-10,1936,55702,21837,13114,8654,54284,25038,62695,93652,66007,8658,7816,4181,5440,9502,63,9147,3150,5628,3045,422,133,144,36,39,68,88
2023-06-11,46260,22720,81504,2173,16658,20643,72434,5068,21857,41825,1921,6654,3727,7848,6263,249,2221,9684,5345,4156,967,239,243,96,57,78,64
2023-06-12,55442,33251,65623,42048,68726,89403,20511,62202,52994,94397,1802,7934,2963,1958,7198,5514,8294,7181,1766,9753,273,439,837,1,39,63,68
2023-06-13,88661,71607,94150,94670,11530,33641,22483,1947,54186,71865,1544,3281,3871,3994,4647,4110,6011,4773,5905,5281,748,272,904,78,73,79,5
2023-06-14,57854,34686,27752,68091,15266,4005,47339,36541,59037,27890,5866,4320,8636,6531,7548,4237,7577,1608,3000,3811,854,832,350,7,48,49,6
2023-06-15,46904,84800,98348,12229,53861,52351,70551,34806,70498,95789,6537,3633,5213,4450,4072,1844,5044,2857,3142,3607,368,359,314,61,63,64,41
2023-06-16,76830,13239,15720,13993,81372,54796,83888,74122,95035,42408,5949,5284,9319,688,5407,7853,4409,6202,2997,3674,367,132,155,7,66,2,1
2023-06-17,96361,7849,66045,88316,39464,33119,55398,70842,49488,59270,1677,8485,9518,9825,798,1303,406,674,5295,845,468,316,379,52,87,61,1
2023-06-18,94351,86452,40375,70701,16826,73799,20523,29253,46513,59983,8752,1003,1258,694,4692,6076,1357,2315,639,106,792,419,788,99,72,27,42
2023-06-19,59915,92664,15899,32550,52470,29461,86414,90623,25179,91571,3463,9199,3287,6446,6391,51,9358,8456,2066,6852,633,901,624,84,71,31,96
2023-06-20,51232,37107,28488,15667,67829,95115,22549,94218,88276,22122,3666,3895,482,2513,5562,3273,6925,2201,8508,5024,768,6,915,60,2,53,33
2023-06-21,58534,47248,31378,24891,66224,32447,9625,20190,45955,79430,7401,4890,2121,4604,2913,7949,6502,5611,9775,5422,695,283,59,28,6,57,26
2023-06-22,84267,2244,93702,67381,11966,10243,59342,89468,21046,34369,8713,5009,1257,6787,5544,3116,7782,9557,5042,6535,124,416,17,84,51,99,0
2023-06-23,83660,29556,84109,8146,94501,89896,47585,80207,97187,361,4205,2870,8205,899,5152,3767,5317,5262,3839,5697,662,169,936,36,84,41,44
2023-06-24,9870,73087,81633,72969,89847,26356,34405,84024,47303,24618,872,6015,3948,9391,2205,4589,4261,9558,773,6257,830,443,674,20,54,27,39
2023-06-25,63634,89812,83546,2844,3095,31835,1834,53707,10733,27255,2684,8989,2268,5181,406,8073,3678,8809,787,7548,446,547,268,43,62,13,16
2023-06-26,3493,78387,81896,44142,5378,90969,81654,54779,28751,19230,3278,6555,1402,1499,2550,5069,9460,9828,3893,9571,595,405,877,57,28,21,82
2023-06-27,49195,69643,26181,62071,87839,47623,6396,11497,4474,84913,9536,6706,1662,5744,4329,4207,6959,4763,9892,4007,19,409,161,79,9,24,82
2023-06-28,97495,12576,12020,52689,32283,74893,80249,63647,18732,4894,6498,9089,1696,6318,5906,9505,3506,4668,8182,9603,948,415,30,65,20,47,61
2023-06-29,6920,56675,67716,70226,25883,78117,84401,10799,94060,69390,144,9883,7643,6236,3976,38,5573,135,392,6592,424,847,468,13,87,98,36
2023-06-30,69851,88124,66159,11919,7922,80284,92702,43791,92613,53904,4262,5196,2479,4379,2466,8092,8630,6719,3089,6022,207,869,283,89,82,8,34
2023-07-01,90746,8218,49755,48773,85978,76817,1272,70460,33373,84819,2816,7971,8278,5631,2252,491,9252,7354,2482,8442,968,396,817,5,22,47,87
2023-07-02,57123,20479,94195,90632,9599,24595,62714,10302,29610,84396,499,8769,9271,1209,9426,1181,7561,1683,4179,165,999,275,227,21,23,12,96
2023-07-03,96894,3260,17064,71834,86082,55306,22767,85062,6138,27224,6983,2670,2483,7136,7354,5524,1596,1151,3202,4001,5,551,305,49,8,10,5
2023-07-04,6883,50713,48058,74292,37720,15297,20477,30203,80621,91467,689,1614,6370,331,5062,9011,2825,8709,5494,2724,376,872,148,85,9,33,50
2023-07-05,29397,3549,58203,74554,81540,48943,78444,49005,63573,24035,3287,808,3898,9832,3029,436,5367,7625,1862,973,288,449,991,47,18,8,1
2023-07-06,44798,94748,30095,36372,1428,55314,61653,45485,52116,52671,7701,1381,9393,4736,7019,1019,4066,2179,283,8953,322,406,805,95,5,36,57
2023-07-07,93076,94746,78078,12706,23849,92420,73292,31179,1655,13960,155,7242,3503,7485,5440,4198,2074,7057,3193,7035,784,719,419,12,19,90,84
2023-07-08,98215,82428,36753,21404,20556,64130,78489,2257,34419,12872,2467,8893,8792,5647,1537,3208,2426,5558,6380,407,723,953,821,2,23,33,46
2023-07-09,5408,68722,72072,36681,1296,98213,27176,41124,62013,23342,2637,8365,6432,2073,8201,2108,8851,5972,4691,9401,378,129,806,4,26,50,66
2023-07-10,58222,29421,46895,15004,27829,66516,36514,41484,54733,23111,7367,9549,3143,457,1272,6107,431,2411,4662,9170,888,290,934,87,34,51,72
2023-07-11,45631,13852,38923,22036,95463,53601,16942,82138,33639,16157,5535,4535,1683,814,3850,8565,5513,5170,2452,1716,959,819,106,57,41,58,39
2023-07-12,67115,67785,27064,4716,66804,23324,82424,4357,9864,14186,1010,5261,4023,2965,673,8997,3795,5732,5147,5944,195,764,471,61,55,12,69
2023-07-13,26902,17552,95496,22758,37039,85734,14296,42091,87038,8681,5105,543,1386,5587,8739,4363,7301,7217,5264,8207,69,373,802,60,66,15,61
2023-07-14,78668,82538,75699,31456,75013,86668,71819,33871,83628,63670,1258,2533,428,2403,8900,7404,7012,5658,5092,3728,143,597,118,45,46,49,64
2023-07-15,8897,14694,20247,56545,33540,12948,30368,70336,29535,33460,2226,1832,8430,5649,1289,308,5192,6229,3061,5811,861,353,190,92,5,19,93
2023-07-16,51351,45672,33664,34988,11840,80820,21070,94557,68550,68572,1294,6035,1137,1192,2972,8180,1346,819,4068,4018,761,920,817,63,51,25,75
2023-07-17,22406,98378,62092,98895,44175,8093,41093,278,2310,43490,4322,613,1804,8560,7791,2461,4860,6652,4403,8973,244,786,983,48,95,89,64
2023-07-18,20080,11885,53633,37876,66155,22059,50224,53978,69419,40654,4282,7771,9721,9021,2850,1856,3174,9927,3166,6207,898,149,402,49,40,87,30
2023-07-19,15339,1484,56243,7018,55493,89659,36430,9161,65005,78245,9215,9502,7666,9785,2848,4675,7953,9190,7116,560,268,322,801,3,62,98,56
2023-07-20,58286,59809,27214,91487,38808,27542,66389,67950,60208,71038,1808,6367,8712,887,502,4135,1080,9915,7284,175,959,760,942,72,38,74,62
2023-07-21,35944,72926,31283,67742,31166,69906,72537,72985,77782,7426,9318,8610,6324,3745,1283,3054,4145,9206,2509,7767,924,677,286,83,52,26,95
2023-07-22,27433,16448,31955,68361,17436,28183,64926,5361,39669,80234,9122,2965,2867,2912,3969,8419,2592,7452,9252,2628,488,887,51,90,7,54,80
2023-07-23,58062,16342,32714,32089,95921,89695,40569,92129,5613,50218,9346,4130,937,3171,9242,5408,4964,4861,9460,1769,794,347,393,47,42,87,44
2023-07-24,62442,52306,49059,47882,75962,13190,68936,80179,23389,25237,6004,4666,5453,1852,8379,2922,7226,34,1830,3352,90,997,5,18,56,74,97
2023-07-25,75659,75566,59023,67456,38964,55581,84603,12171,28352,65940,4360,4827,1343,7450,218,6776,5159,9309,1260,1920,483,269,720,31,60,57,5
2023-07-26,87929,75634,97192,60780,91837,73432,89201,3500,17989,38853,6924,2208,9694,8150,2455,2219,3159,5163,3656,1122,17,21,657,64,60,8,94
2023-07-27,21171,85403,79840,71628,70421,53425,93257,67908,60129,24822,8442,5443,7734,2039,7288,5379,6926,4166,5022,1814,647,208,190,68,22,47,10
2023-07-28,40915,79375,19984,99134,3439,3628,39226,9345,12556,43022,9679,5267,1544,2874,1183,4538,2948,6987,4178,1682,812,27,864,68,34,93,18
2023-07-29,69358,70140,43060,37592,41352,6631,55503,36988,92978,82185,7446,9559,9798,2763,5360,6545,9000,7591,6824,4880,361,896,648,83,24,55,56
2023-07-30,55741,43813,2309,386,62033,45369,94823,71231,62175,14881,6227,7794,5254,8472,4335,643,4241,7311,5926,4135,928,952,289,49,37,46,9
2023-07-31,72615,73596,29471,16196,13165,43789,59867,86590,66461,38341,8590,7894,7401,6477,4560,1221,7202,7931,7306,9952,802,683,737,61,76,39,36
2023-08-01,4430,18971,47120,337,11167,95150,31425,22107,44661,79135,9009,8851,5221,3489,6446,9609,5128,7304,3140,7896,731,874,836,90,95,72,85
2023-08-02,88137,71298,58086,408,82480,28918,77455,5402,88005,43510,3480,4499,9705,7519,3243,9012,7570,6490,6252,6705,480,346,518,59,80,94,8
2023-08-03,80288,61964,82402,90573,86917,81202,63682,32267,8872,45092,4562,68,287,9372,6857,2417,553,7674,2108,438,396,653,630,51,69,22,62
2023-08-04,56177,48747,8038,37072,99486,5006,99927,68286,14345,93225,919,1056,1782,9529,9766,6862,2021,4679,6637,8444,361,602,847,62,88,73,36
2023-08-05,45710,36358,78767,34560,75294,38943,87647,64794,72375,35335,10,3852,7829,5397,448,4183,7389,3632,4307,4525,232,733,903,3,55,51,43
2023-08-06,74923,73722,66542,12789,89253,71550,56856,87932,31738,21677,3447,9704,494,1020,5465,883,5728,6288,7256,4655,41,937,132,88,75,57,62
2023-08-07,8672,20246,43830,65267,30196,9287,20041,85627,27167,55315,1341,7186,6137,2626,177,6134,9942,5179,7704,359,214,722,518,7,63,16,74
